title,year,imdbid,id,bechdelRating,imdbAverageRating,numVotes,runtimeMinutes,genre1,genre2,genre3
Crimes of Fashion,2004,414923,4389,3,4.7,1394.0,90,Comedy,,
Cube Zero,2004,377713,953,3,5.6,42642.0,97,Drama,Mystery,Sci-Fi
D.E.B.S.,2004,367631,551,3,5.4,17765.0,91,Action,Comedy,Romance
Daniel the Wizard,2004,421051,9685,1,1.2,14840.0,81,Comedy,Crime,Fantasy
Dawn of the Dead,2004,363547,3153,3,7.3,271667.0,101,Action,Horror,
"Day After Tomorrow, The",2004,319262,75,3,6.5,474959.0,124,Action,Adventure,Sci-Fi
Dead Leaves,2004,439533,10602,3,7.1,4398.0,55,Action,Adventure,Animation
Dead Man&#39;s Shoes,2004,419677,7119,1,7.5,58225.0,90,Crime,Drama,Thriller
Dear Frankie,2004,377752,5573,3,7.7,22453.0,105,Drama,Romance,
Der Untergang (Downfall),2004,363163,1748,3,8.2,374304.0,156,Biography,Drama,History
Dirty Dancing: Havana Nights,2004,338096,7668,3,5.9,29457.0,86,Drama,Music,Romance
Dodgeball: A True Underdog Story,2004,364725,5201,3,6.7,266592.0,92,Comedy,Sport,
"Door in the Floor, The",2004,348593,6842,1,6.6,16171.0,111,Comedy,Drama,
Double Dare,2004,365135,1348,3,7.3,1339.0,81,Documentary,,
Duck Season,2004,407246,2514,1,7.2,4604.0,90,Comedy,Drama,
"Edukators, The",2004,408777,7944,3,7.4,32360.0,127,Drama,Romance,
Ella Enchanted,2004,327679,853,3,6.3,74552.0,96,Comedy,Family,Fantasy
Eternal Sunshine of the Spotless Mind,2004,338013,133,2,8.3,1074716.0,108,Drama,Romance,Sci-Fi
Eulogy,2004,349416,4524,3,6.4,9267.0,91,Comedy,Drama,
EuroTrip,2004,356150,9527,1,6.6,222333.0,92,Comedy,,
"Final Cut, The",2004,364343,2946,2,6.1,34431.0,95,Drama,Sci-Fi,Thriller
Finding Neverland,2004,308644,1871,3,7.7,211829.0,106,Biography,Drama,Family
Flight of the Phoenix,2004,377062,472,0,6.1,56690.0,113,Action,Adventure,Drama
G.O.R.A.,2004,384116,9425,2,8.0,66764.0,127,Adventure,Comedy,Sci-Fi
Garden State,2004,333766,2266,3,7.4,223002.0,102,Comedy,Drama,Romance
Garfield,2004,356634,10736,0,5.0,93566.0,80,Adventure,Comedy,Family
Ghost Cat,2004,371835,4328,3,5.5,631.0,90,Drama,Family,Mystery
Ginger Snaps 2: Unleashed,2004,353489,4292,3,6.4,15166.0,94,Horror,Thriller,
Gladiatress,2004,339072,4083,3,4.2,1478.0,89,Adventure,Comedy,
"Grudge, The",2004,391198,3642,3,5.9,150606.0,91,Horror,Mystery,Thriller
Hana and Alice,2004,407851,2452,3,7.2,4891.0,135,Comedy,Drama,Romance
Harold and Kumar Go to White Castle,2004,366551,213,3,7.0,205611.0,88,Adventure,Comedy,
Harry Potter and the Prisoner of  Azkaban,2004,304141,2333,3,7.9,689222.0,142,Adventure,Family,Fantasy
Hauru no ugoku shiro (Howl's Moving Castle),2004,347149,258,3,8.2,446567.0,119,Adventure,Animation,Family
He Was Cool (Geunomeun meoshiteotda),2004,415819,4368,3,6.1,1384.0,113,Comedy,Romance,
Head-On,2004,347048,2871,3,7.9,57552.0,121,Drama,Romance,
Hellboy,2004,167190,4338,1,6.8,349041.0,122,Action,Adventure,Fantasy
"Holy Girl, The",2004,300270,4828,3,6.7,4280.0,106,Drama,,
Home on the Range,2004,299172,4438,3,5.4,25895.0,76,Adventure,Animation,Comedy
Hotel,2004,415855,8610,3,5.7,1724.0,76,Drama,Horror,Mystery
Hotel Rwanda,2004,395169,10895,2,8.1,371314.0,121,Biography,Drama,History
House of D,2004,372334,7639,1,6.8,9795.0,97,Comedy,Drama,
House of Voices (Saint Ange),2004,367000,4726,3,5.0,4930.0,98,Drama,Fantasy,Horror
I Heart Huckabees,2004,356721,916,3,6.5,66214.0,107,Comedy,,
"I, Robot",2004,343818,37,1,7.1,573707.0,115,Action,Mystery,Sci-Fi
Immortal (Ad Vitam),2004,314063,2080,3,5.9,21751.0,103,Drama,Sci-Fi,Thriller
In Good Company,2004,385267,1096,1,6.5,56453.0,110,Comedy,Drama,Romance
In my country,2004,349260,8680,3,6.0,2938.0,105,Drama,Romance,
"Incredibles, The",2004,317705,50,3,8.0,805661.0,115,Action,Adventure,Animation
Innocence,2004,375233,1461,3,6.8,6432.0,122,Drama,Mystery,
Iron Jawed Angels,2004,338139,565,3,7.4,6413.0,123,Biography,Drama,History
Jennifer&#39;s Shadow,2004,382761,5392,3,4.4,592.0,96,Horror,Mystery,Thriller
Jersey Girl,2004,300051,5609,2,6.2,70320.0,102,Comedy,Drama,Romance
Kill Bill: Vol. 2,2004,378194,509,3,8.0,802174.0,137,Action,Crime,Thriller
Kinsey,2004,362269,156,3,7.1,50909.0,118,Biography,Drama,Romance
Kung Fu Hustle,2004,373074,3554,0,7.7,150403.0,99,Action,Comedy,Fantasy
Ladies in Lavender,2004,377084,966,3,7.0,12652.0,104,Drama,Music,Romance
Layer Cake,2004,375912,4011,1,7.3,195048.0,105,Action,Crime,Drama
Lemony Snicket&#39;s A Series of Unfortunate Events,2004,339291,2047,3,6.8,220670.0,108,Adventure,Comedy,Family
"Librarian: Quest for the Spear, The",2004,412915,5401,3,6.2,21778.0,92,Action,Adventure,Comedy
"Life Aquatic with Steve Zissou, The",2004,362270,4408,2,7.2,210559.0,119,Action,Adventure,Comedy
M. Kumaran S/O Mahalakshmi,2004,459449,9960,2,7.1,1476.0,166,Action,Drama,Sport
"Machinist, The",2004,361862,5659,1,7.6,414558.0,101,Drama,Thriller,
Magyar vandor,2004,370919,8545,0,5.5,4021.0,109,Adventure,Comedy,
Mango Kiss,2004,304377,6257,3,4.6,460.0,84,Comedy,Romance,
Maria Full of Grace,2004,390221,3311,3,7.4,36138.0,101,Crime,Drama,
Marseille,2004,360779,9363,3,6.4,702.0,95,Drama,,
Mean Girls,2004,377092,199,3,7.1,433349.0,97,Comedy,,
Meet the Fockers,2004,290002,5210,3,6.3,286000.0,115,Comedy,Romance,
Million Dollar Baby,2004,405159,1148,3,8.1,720126.0,132,Drama,Sport,
Mindhunters,2004,297284,7648,1,6.3,64042.0,106,Crime,Horror,Thriller
Miracle,2004,349825,1597,1,7.4,58697.0,135,Biography,Drama,History
"Motorcycle Diaries, The",2004,318462,10865,1,7.7,104652.0,126,Adventure,Biography,Drama
My Summer of Love,2004,382189,2041,3,6.7,21741.0,86,Drama,Romance,
Mysterious Skin,2004,370986,2817,1,7.6,76086.0,105,Drama,,
Napoleon Dynamite,2004,374900,2323,1,7.0,237123.0,96,Comedy,,
Naruto the Movie: Ninja Clash in the Land of Snow,2004,476680,6907,3,6.6,7955.0,82,Action,Adventure,Animation
National Treasure,2004,368891,5336,2,6.9,354214.0,131,Action,Adventure,Mystery
Nemmeno il destino,2004,435224,4587,1,7.0,194.0,110,Drama,,
New York Minute,2004,363282,3198,3,4.9,24897.0,91,Comedy,Crime,Family
Nina,2004,399412,4630,3,6.6,999.0,85,Animation,Drama,Thriller
Nochnoy dozor (Night Watch),2004,403358,4249,1,6.4,55323.0,114,Action,Fantasy,Horror
"Notebook, The",2004,332280,781,3,7.8,618084.0,123,Drama,Romance,
Notre musique,2004,360845,3040,1,6.8,3114.0,80,Drama,,
Ocean's Twelve,2004,349903,475,2,6.5,413154.0,125,Crime,Thriller,
One Point O,2004,317042,7653,1,5.9,5982.0,95,Drama,Horror,Mystery
Or,2004,388311,1798,3,7.0,1610.0,97,Drama,Romance,
Palindromes,2004,362004,2503,1,6.7,12855.0,100,Comedy,Drama,
"Passion of the Christ, The",2004,335345,8132,3,7.2,249702.0,127,Drama,,
"Perfect Score, The",2004,314498,5673,3,5.7,26203.0,93,Comedy,Crime,Drama
"Phantom of the Opera, The",2004,293508,2448,2,7.2,130446.0,143,Drama,Musical,Romance
"Place Promised in Our Early Days, The",2004,381348,3772,1,6.9,15074.0,90,Animation,Drama,Romance
Pokemon the Movie: Destiny Deoxys,2004,435286,9191,1,6.0,4413.0,98,Action,Adventure,Animation
"Polar Express, The",2004,338348,3971,1,6.6,240728.0,100,Adventure,Animation,Comedy
Primer,2004,390384,1420,1,6.7,113864.0,77,Drama,Sci-Fi,Thriller
"Prince and Me, The",2004,337697,6700,1,5.8,41481.0,111,Comedy,Family,Romance
"Princess Diaries 2: Royal Engagement, The",2004,368933,1021,3,5.8,88614.0,113,Comedy,Family,Romance
"Punisher, The",2004,330793,7790,1,6.4,170276.0,124,Action,Crime,Drama
Puppet Master vs Demonic Toys,2004,431340,6070,3,3.9,2547.0,88,Comedy,Fantasy,Horror
Raise Your Voice,2004,361696,6150,3,5.8,28869.0,107,Family,Music,Musical
Raising Helen,2004,350028,3454,3,6.0,38189.0,119,Comedy,Drama,Romance
Ray,2004,350258,3130,3,7.7,157113.0,152,Biography,Drama,Music
Resident Evil: Apocalypse,2004,318627,281,3,6.1,209511.0,94,Action,Horror,Sci-Fi
Romasanta,2004,374180,7342,2,5.2,3661.0,90,Drama,Horror,
Saved!,2004,332375,638,3,6.7,48889.0,92,Comedy,Drama,
Saving Face,2004,384504,2608,3,7.4,13374.0,91,Comedy,Drama,Romance
Saw,2004,387564,807,2,7.6,465243.0,103,Horror,Mystery,Thriller
Say Yes Quickly,2004,367462,1221,3,5.5,28.0,88,Comedy,Drama,Romance
Scooby Doo 2: Monsters Unleashed,2004,331632,3450,3,5.2,64640.0,93,Adventure,Comedy,Family
"Sea Inside, The",2004,369702,6923,3,8.0,85137.0,126,Biography,Drama,
Secret Window,2004,363988,4525,1,6.5,209134.0,96,Drama,Mystery,Thriller
Seed of Chucky,2004,387575,11061,3,4.9,49710.0,87,Comedy,Horror,Thriller
Shark Tale,2004,307453,4979,1,6.0,198308.0,90,Adventure,Animation,Comedy
Shaun of the Dead,2004,365748,1001,3,7.9,592305.0,99,Comedy,Horror,
She Hate Me,2004,384533,5824,2,5.3,8219.0,138,Comedy,Drama,
Shimotsuma monogatari (Kamikaze Girls),2004,416220,785,3,7.2,8062.0,102,Comedy,,
Shrek 2,2004,298148,162,3,7.3,503044.0,93,Adventure,Animation,Comedy
Shutter,2004,440803,5952,1,7.0,48995.0,97,Horror,Mystery,Thriller
Sideways,2004,375063,2249,3,7.5,203750.0,127,Comedy,Drama,Romance
Skeleton Man,2004,372832,9509,3,2.1,2091.0,95,Action,Horror,Thriller
Sky Captain and the World of Tomorrow,2004,346156,682,3,6.1,87344.0,106,Action,Adventure,Mystery
Sleepover,2004,368975,7602,3,5.3,17976.0,89,Comedy,Family,Romance
Soul Plane,2004,367085,9120,3,4.5,24506.0,86,Comedy,,
Spanglish,2004,371246,746,3,6.4,88429.0,131,Comedy,Drama,Romance
Speak,2004,378793,1220,3,7.2,29352.0,89,Drama,,
Spider-Man 2,2004,316654,1731,1,7.5,705817.0,127,Action,Adventure,Sci-Fi
"Spirit of Jeet Kune Do, The",2004,390205,3565,1,7.4,2758.0,116,Action,Drama,History
"SpongeBob SquarePants Movie, The",2004,345950,7478,3,7.1,101498.0,87,Adventure,Animation,Comedy
Stage Beauty,2004,368658,7471,2,7.1,10727.0,106,Drama,,
"Stepford Wives, The",2004,327162,1131,3,5.3,69628.0,93,Comedy,Horror,Sci-Fi
Stop Mom Theresa!,2004,379071,8546,2,5.4,874.0,127,Comedy,Romance,
Stuck in the Suburbs,2004,410696,8959,3,5.5,4424.0,76,Comedy,Family,Music
Swades,2004,367110,5988,3,8.2,98333.0,210,Drama,Musical,
Swing Girls,2004,435434,10636,3,7.5,4661.0,105,Comedy,Drama,Music
Taking Lives,2004,364045,6149,2,6.2,95130.0,103,Crime,Mystery,Thriller
Taxi,2004,316732,4486,3,4.5,44754.0,97,Action,Comedy,Crime
Team America: World Police,2004,372588,2386,2,7.2,178286.0,98,Action,Comedy,
Terkel i knibe,2004,386820,1890,1,7.1,11777.0,77,Animation,Comedy,Musical
"Terminal, The",2004,362227,2035,1,7.4,493900.0,128,Comedy,Drama,Romance
They Came Back,2004,378661,3705,3,5.8,2975.0,102,Drama,Fantasy,
"Third Society, The",2004,221637,3423,1,5.8,98.0,84,Action,Comedy,
Three... Extremes,2004,420251,2768,3,6.9,20837.0,126,Horror,,
Thunderbirds,2004,167456,10383,3,4.3,14454.0,95,Action,Adventure,Comedy
Tropical Malady,2004,381668,1498,0,7.1,6293.0,118,Drama,Fantasy,Romance
Troy,2004,332452,956,1,7.3,568791.0,163,Drama,,
Van Helsing,2004,338526,957,3,6.1,283835.0,131,Action,Adventure,Fantasy
Veer-Zaara,2004,420332,5976,3,7.8,57342.0,192,Drama,Family,Musical
Vera Drake,2004,383694,2612,3,7.6,26809.0,125,Crime,Drama,
"Village, The",2004,368447,4842,3,6.6,276999.0,108,Drama,Mystery,Thriller
Walking Tall,2004,351977,9323,1,6.3,109819.0,86,Action,Crime,
White Chicks,2004,381707,4298,3,5.8,162420.0,109,Comedy,Crime,
"Whole Ten Yards, The",2004,327247,132,1,5.5,58600.0,98,Comedy,Crime,Thriller
Wimbledon,2004,360201,342,3,6.3,66486.0,98,Comedy,Romance,Sport
With Blood on My Hands: Pusher II,2004,396184,2995,3,7.3,24900.0,100,Action,Crime,Drama
Without a Paddle,2004,364751,6008,3,5.8,50849.0,95,Adventure,Comedy,Mystery
You Got Served,2004,365957,10959,3,3.8,28589.0,95,Drama,Music,
Yu-Gi-Oh!: The Movie,2004,403703,7206,0,4.9,9049.0,100,Action,Adventure,Animation
13 Tzameti,2005,475169,7390,1,7.3,18013.0,93,Crime,Drama,Thriller
20 centimetros,2005,421528,4648,3,6.6,1938.0,112,Comedy,Musical,
"40 Year Old Virgin, The",2005,405422,816,3,7.1,465478.0,116,Comedy,Romance,
A Bittersweet Life (Dalkomhan insaeng),2005,456912,1761,2,7.5,42824.0,119,Action,Crime,Drama
A History of Violence,2005,399146,5800,3,7.4,252294.0,96,Action,Crime,Drama
AEon Flux,2005,402022,1627,3,5.4,132624.0,93,Action,Adventure,Sci-Fi
Adam &amp; Steve,2005,372122,4454,3,5.8,3271.0,99,Comedy,Drama,Music
Adam&#39;s Apples,2005,418455,4961,0,7.7,54480.0,94,Comedy,Crime,Drama
"Adventures of Sharkboy and Lavagirl 3-D, The",2005,424774,1907,1,3.7,42280.0,93,Action,Adventure,Comedy
All the Invisible Children,2005,411098,8519,3,7.4,4278.0,124,Drama,,
"Amityville Horror, The",2005,384806,4688,3,5.9,117190.0,90,Horror,,
Angel-A,2005,473753,1275,0,7.0,35598.0,91,Comedy,Drama,Fantasy
Assault on Precinct 13,2005,398712,218,3,6.3,81839.0,109,Action,Crime,Drama
"Aura, The",2005,420509,5178,1,7.1,14708.0,134,Crime,Drama,Thriller
Azumi 2: Death or Love,2005,431641,9550,3,6.2,5710.0,108,Action,Adventure,Drama
Bad Reputation,2005,478976,5547,3,4.1,888.0,90,Drama,Horror,Thriller
"Ballad of Jack and Rose, The",2005,357110,2568,3,6.5,12151.0,112,Drama,,
Batman Begins,2005,372784,40,1,8.2,1573249.0,140,Action,Crime,Drama
Beauty Shop,2005,388500,3995,3,5.6,18624.0,105,Comedy,,
Bewitched,2005,374536,4593,3,4.8,75398.0,102,Comedy,Fantasy,Romance
BloodRayne,2005,383222,4218,3,3.0,37138.0,95,Action,Fantasy,Horror
Boogeyman,2005,357507,4968,2,4.2,32558.0,89,Drama,Horror,Mystery
Boy Eats Girl,2005,415679,5046,2,4.9,4003.0,80,Comedy,Fantasy,Horror
Boynton Beach Club,2005,439478,4747,3,6.5,1169.0,105,Comedy,Romance,
Breakfast on Pluto,2005,411195,6014,3,7.2,24436.0,128,Comedy,Drama,
Brick,2005,393109,561,1,7.1,109941.0,110,Crime,Drama,Mystery
Brokeback Mountain,2005,388795,2037,2,7.7,381149.0,134,Drama,Romance,
Broken Flowers,2005,412019,865,3,7.1,106643.0,106,Comedy,Drama,Mystery
C.R.A.Z.Y.,2005,401085,5697,3,7.8,34091.0,129,Comedy,Drama,
"Call of Cthulhu, The",2005,478988,2024,0,7.1,8882.0,47,Horror,Mystery,
Capote,2005,379725,3991,3,7.3,140494.0,114,Biography,Crime,Drama
Casanova,2005,402894,914,3,6.5,56265.0,112,Adventure,Comedy,Drama
Chandramukhi,2005,449869,9959,2,7.2,7070.0,166,Action,Comedy,Drama
Charlie and the Chocolate Factory,2005,367594,2417,3,6.7,527414.0,115,Adventure,Comedy,Family
Cheaper by the Dozen 2,2005,452598,10836,2,5.5,62671.0,94,Adventure,Comedy,Family
Chicken Little,2005,371606,7193,1,5.7,100522.0,81,Adventure,Animation,Comedy
Chinjeolhan geumjassi,2005,451094,735,3,7.5,85838.0,115,Crime,Drama,Thriller
"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The",2005,363771,1470,3,6.9,426971.0,143,Adventure,Family,Fantasy
Cinderella Man,2005,352248,2351,2,8.0,197909.0,144,Biography,Drama,Romance
Coach Carter,2005,393162,2575,3,7.3,171140.0,136,Biography,Drama,Sport
"Constant Gardener, The",2005,387131,1642,3,7.4,148276.0,129,Drama,Mystery,Romance
Constantine,2005,360486,3697,1,7.0,373145.0,121,Action,Fantasy,Horror
Conversations with Other Women,2005,435623,604,0,6.9,13100.0,84,Comedy,Drama,Romance
Corpse Bride,2005,121164,1390,3,7.4,298039.0,77,Animation,Drama,Family
Cry_Wolf,2005,384286,7625,3,5.8,28467.0,90,Drama,Horror,Mystery
Cursed,2005,257516,4676,3,5.0,34918.0,97,Comedy,Horror,
Danny the dog,2005,342258,1913,1,7.0,107881.0,103,Action,Crime,Thriller
Dark Water,2005,382628,2522,3,5.6,65292.0,105,Drama,Horror,Mystery
Dear Wendy,2005,342272,2687,1,6.5,10461.0,105,Comedy,Crime,Drama
"Descent, The",2005,435625,379,3,7.2,246126.0,99,Adventure,Horror,Thriller
"Devil&#39;s Rejects, The",2005,395584,3628,3,6.7,105570.0,107,Crime,Drama,Horror
Die Hohle des gelben Hundes,2005,432325,6170,3,7.5,3528.0,93,Drama,Family,
Die You Zombie Bastards!,2005,349349,5051,1,4.2,740.0,97,Comedy,Fantasy,Horror
Domino,2005,421054,2292,3,5.9,69313.0,127,Action,Biography,Crime
Doom,2005,419706,1149,1,5.2,118510.0,105,Action,Horror,Sci-Fi
Elektra,2005,357277,6640,3,4.7,97764.0,97,Action,Adventure,Crime
Elizabethtown,2005,368709,8908,3,6.3,72563.0,123,Comedy,Drama,Romance
Enron: The Smartest Guys in the Room,2005,1016268,2254,1,7.6,20067.0,110,Biography,Documentary,History
"Exorcism of Emily Rose, The",2005,404032,4528,3,6.7,139770.0,119,Drama,Horror,Thriller
Factotum,2005,417658,1422,1,6.6,15010.0,94,Comedy,Drama,Romance
"Family Stone, The",2005,356680,10422,3,6.3,75090.0,103,Comedy,Drama,Romance
Fantastic Four,2005,120667,2541,1,5.7,343269.0,106,Action,Adventure,Fantasy
Final Fantasy VII: Advent Children,2005,385700,3053,3,7.2,58107.0,101,Action,Adventure,Animation
Flightplan,2005,408790,2509,3,6.3,171483.0,98,Drama,Mystery,Thriller
"Fog, The",2005,432291,4386,3,3.7,39084.0,100,Horror,Mystery,
Four Brothers,2005,430105,7539,1,6.8,156273.0,109,Action,Crime,Drama
Fr&aacute;giles (Fragile),2005,422272,5747,3,6.0,17484.0,101,Horror,Mystery,Thriller
Free Zone,2005,441761,7075,3,5.7,3002.0,90,Comedy,Drama,
Fun with Dick and Jane,2005,369441,2518,3,6.2,153780.0,90,Comedy,Crime,
Funky Forest: The First Contact,2005,451829,6414,3,6.6,2723.0,150,Comedy,Fantasy,
Gekijoban XXXHolic Manatsu no yoru no yume,2005,466405,5395,3,7.1,734.0,60,Animation,Comedy,Drama
Gespenster,2005,419773,4834,3,6.8,1626.0,85,Drama,,
"Good Night, and Good Luck.",2005,433383,420,1,7.4,101163.0,93,Biography,Drama,History
Green Street Hooligans,2005,385002,10891,0,7.4,161449.0,109,Crime,Drama,Sport
Happy Endings,2005,361693,2398,3,6.3,9399.0,128,Comedy,Drama,Music
Hard Candy,2005,424136,415,3,7.0,167846.0,104,Drama,Thriller,
Harry Potter and the Goblet of Fire,2005,330373,2334,1,7.7,679362.0,157,Adventure,Family,Fantasy
Hate Crime,2005,415833,4339,2,6.3,1598.0,104,Crime,Drama,Mystery
Herbie Fully Loaded,2005,400497,328,3,4.9,50724.0,101,Adventure,Comedy,Family
Hide and Seek,2005,382077,461,3,5.9,88636.0,101,Horror,Mystery,
Hitch,2005,386588,4113,2,6.6,334691.0,118,Comedy,Romance,
"Hitchhiker&#39;s Guide to the Galaxy, The",2005,371724,76,1,6.7,208021.0,109,Adventure,Comedy,Sci-Fi
Hoodwinked!,2005,443536,2739,3,6.5,66107.0,80,Adventure,Animation,Comedy
Hostel,2005,450278,3698,1,5.9,190549.0,94,Horror,,
House of Wax,2005,397065,6568,2,5.5,133682.0,113,Horror,Thriller,
House of the Dead 2,2005,435665,3631,3,3.7,6179.0,95,Action,Comedy,Horror
Hustle &amp; Flow,2005,410097,3246,3,7.3,43140.0,116,Crime,Drama,Music
Ice Princess,2005,396652,3677,3,6.0,28859.0,98,Comedy,Drama,Family
Imagine Me &amp;amp; You,2005,421994,719,3,6.7,35873.0,90,Comedy,Drama,Romance
In Her Shoes,2005,388125,1656,3,6.5,64955.0,130,Comedy,Drama,Romance
Into Great Silence,2005,478160,1018,0,7.3,2491.0,169,Documentary,,
"Island, The",2005,399201,517,3,6.8,327216.0,136,Action,Sci-Fi,Thriller
Isolation,2005,446719,3184,1,5.6,7966.0,95,Horror,Sci-Fi,Thriller
"Jacket, The",2005,366627,1872,2,7.1,119099.0,103,Drama,Fantasy,Mystery
Jarhead,2005,418763,250,0,7.0,205790.0,125,Biography,Drama,War
Joyeux No&euml;l,2005,424205,330,0,7.7,31934.0,116,Drama,History,Music
Junebug,2005,418773,364,3,6.9,23406.0,106,Comedy,Drama,
Just Like Heaven,2005,425123,1396,3,6.7,117160.0,95,Comedy,Drama,Fantasy
Just Sex and Nothing Else,2005,402115,8544,2,6.3,3255.0,97,Comedy,,
Keeping Mum,2005,444653,4798,3,6.8,35883.0,99,Comedy,Crime,
Kids in America,2005,408961,4118,3,5.6,2802.0,91,Comedy,,
King Kong,2005,360717,706,0,7.2,445439.0,187,Action,Adventure,Romance
Kingdom of Heaven,2005,320661,1150,0,7.3,313004.0,144,Action,Adventure,Drama
Kinky Boots,2005,434124,2293,3,7.1,21445.0,107,Comedy,Drama,Music
Kiss Kiss Bang Bang,2005,373469,229,1,7.5,236985.0,103,Comedy,Crime,Mystery
L&#39;empire des loups,2005,402158,3046,3,5.8,12170.0,128,Action,Crime,Drama
La moustache,2005,428856,9139,2,6.6,5585.0,87,Drama,Mystery,
Le couperet,2005,422015,4761,3,7.3,8407.0,117,Comedy,Crime,Drama
"Legend of Zorro, The",2005,386140,1059,1,5.9,107434.0,129,Action,Adventure,Romance
Linda Linda Linda,2005,468795,7248,3,7.5,4465.0,114,Comedy,Drama,Music
Little Fish,2005,382810,8453,3,6.1,9208.0,114,Crime,Drama,Romance
Little Manhattan,2005,412922,6485,3,7.4,24762.0,84,Comedy,Family,Romance
"Longest Yard, The",2005,398165,6403,1,6.4,194524.0,113,Comedy,Crime,Sport
Lord of War,2005,399295,2072,2,7.6,336105.0,122,Crime,Drama,
Lords of Dogtown,2005,355702,5103,2,7.1,58040.0,107,Biography,Drama,Sport
Madagascar,2005,351283,3149,0,6.9,436184.0,86,Adventure,Animation,Comedy
"Magic of Ordinary Days, The",2005,406046,11182,3,7.5,6034.0,98,Drama,,
Man of the House,2005,331933,378,3,5.4,25193.0,100,Comedy,Crime,
Match Point,2005,416320,4077,3,7.6,227660.0,124,Drama,Romance,Thriller
Me and You and Everyone We Know,2005,415978,2233,3,7.2,37402.0,91,Comedy,Drama,
Memoirs of a Geisha,2005,397535,3237,3,7.3,160273.0,145,Drama,Romance,
MirrorMask,2005,366780,3266,3,6.7,23643.0,101,Drama,Fantasy,
Miss Congeniality 2: Armed &amp; Fabulous,2005,385307,1074,3,5.1,80099.0,115,Action,Comedy,Crime
Monster-in-Law,2005,369735,6575,0,5.6,65416.0,101,Comedy,Romance,
Mortuary,2005,415167,5059,3,4.2,6238.0,94,Horror,Mystery,Thriller
"Mostly Unfabulous Social Life of Ethan Green, The",2005,424287,1496,3,6.1,2095.0,88,Comedy,Romance,
Mr. &amp; Mrs. Smith,2005,356910,3619,2,6.5,539662.0,120,Action,Comedy,Crime
Mrs Palfrey at The Claremont,2005,421229,1951,3,7.6,4174.0,108,Comedy,Drama,
Munich,2005,408306,4518,1,7.5,237864.0,164,Action,Drama,History
"Muppets&#39; Wizard of Oz, The",2005,422778,1587,3,5.2,3900.0,120,Adventure,Comedy,Family
Must Love Dogs,2005,417001,4150,2,5.9,33010.0,98,Comedy,Romance,
Nana,2005,471834,2369,3,7.0,4005.0,113,Drama,Music,Romance
Nanny McPhee,2005,396752,11139,0,6.6,85241.0,97,Comedy,Family,Fantasy
"New World, The",2005,402399,1532,3,6.7,89545.0,135,Biography,Drama,History
Nine Lives,2005,420015,2933,3,6.7,7121.0,115,Drama,,
North Country,2005,395972,756,3,7.3,44865.0,126,Drama,,
Oliver Twist,2005,380599,788,1,6.8,34217.0,130,Crime,Drama,
"Pacifier, The",2005,395699,6503,3,5.6,100695.0,95,Action,Comedy,Drama
Paradise Now,2005,445620,4724,1,7.4,24052.0,91,Crime,Drama,Thriller
"Perfect Man, The",2005,380623,7529,3,5.4,32034.0,100,Comedy,Family,Romance
"Pleasure Drivers, The",2005,425357,21,3,4.3,642.0,99,Crime,Drama,Thriller
Pride and Prejudice,2005,414387,4254,3,7.8,329223.0,129,Drama,Romance,
"Prize Winner of Defiance, Ohio, The",2005,406158,6212,3,7.2,8128.0,99,Biography,Drama,
"Producers, The",2005,395251,8390,0,6.3,44710.0,134,Comedy,Crime,Musical
Proof,2005,377107,3430,3,6.7,46244.0,100,Drama,Mystery,
"Proposition, The",2005,421238,5455,1,7.3,54904.0,104,Crime,Drama,Western
"Quiet, The",2005,414951,8537,3,6.1,17506.0,96,Crime,Drama,Thriller
Red Eye,2005,421239,2290,3,6.5,137519.0,85,Thriller,,
Rent,2005,294870,2412,3,6.8,55837.0,135,Drama,Musical,Romance
"Ring Two, The",2005,377109,3660,3,5.4,100743.0,110,Horror,Mystery,
Rinne,2005,456630,6121,3,6.1,6753.0,96,Horror,Mystery,
Robots,2005,358082,99,1,6.4,161456.0,91,Adventure,Animation,Comedy
Rofuto,2005,443231,7184,3,5.5,1220.0,115,Horror,,
Romance &amp; Cigarettes,2005,368222,5524,3,6.2,12810.0,105,Comedy,Musical,Romance
Rumor Has It...,2005,398375,4229,3,5.5,61555.0,97,Comedy,Drama,Romance
Santa&#39;s Slay,2005,393685,10312,3,5.3,11210.0,78,Comedy,Fantasy,Horror
Saw II,2005,432348,1425,3,6.6,275722.0,93,Horror,Mystery,
Say Uncle,2005,401385,8550,2,5.7,688.0,91,Comedy,Drama,
Separate Lies,2005,369053,4783,1,6.4,4639.0,85,Crime,Drama,Romance
Serenity,2005,379786,204,3,7.8,305289.0,119,Action,Adventure,Sci-Fi
Shopgirl,2005,338427,2291,2,6.3,24657.0,106,Drama,Romance,
Sin City,2005,401792,67,3,8.0,792783.0,124,Crime,Thriller,
"Sisterhood of the Traveling Pants, The",2005,403508,1922,3,6.5,64876.0,119,Comedy,Drama,Romance
Sisters in Law,2005,474361,2458,3,7.3,416.0,104,Documentary,,
"Skeleton Key, The",2005,397101,825,3,6.5,122655.0,104,Drama,Horror,Mystery
Sky High,2005,405325,1819,3,6.3,94406.0,100,Action,Comedy,Family
Son of the Mask,2005,362165,4711,1,2.3,59217.0,94,Comedy,Family,Fantasy
