title,year,imdbid,id,bechdelRating,imdbAverageRating,numVotes,runtimeMinutes,genre1,genre2,genre3
Sophie Scholl - Die letzten Tage,2005,426578,1044,3,7.6,28623.0,120,Biography,Crime,Drama
"Squid and the Whale, The",2005,367089,1729,2,7.3,90216.0,81,Comedy,Drama,
Star Wars: Episode III - Revenge of the Sith,2005,121766,674,1,7.6,842851.0,140,Action,Adventure,Fantasy
Stay,2005,371257,8532,1,6.7,85824.0,99,Drama,Mystery,Thriller
Stealth,2005,382992,4233,1,5.1,56187.0,121,Action,Adventure,Sci-Fi
Strangers with Candy,2005,369994,2511,3,5.9,8436.0,97,Comedy,,
"Sun, The",2005,439817,1644,0,7.3,2965.0,110,Drama,History,
Survival Island,2005,377309,9745,2,4.9,10453.0,95,Drama,Thriller,
Sweet Land,2005,428038,5012,3,7.1,4141.0,110,Drama,Romance,
Swimmers,2005,384573,5498,3,6.3,461.0,90,Drama,,
THE MATADOR,2005,365485,11050,1,6.7,46344.0,96,Comedy,Crime,Thriller
Thank You for Smoking,2005,427944,414,1,7.5,228655.0,92,Comedy,Drama,
"Three Burials of Melquiades Estrada, The",2005,419294,4629,3,7.3,41835.0,121,Adventure,Crime,Drama
Tickets,2005,418239,8664,0,6.9,2850.0,109,Comedy,Drama,
Tideland,2005,410764,2630,3,6.3,34638.0,120,Drama,Fantasy,Horror
Tjenare kungen,2005,423382,5030,3,6.1,3382.0,94,Comedy,Drama,Music
Transamerica,2005,407265,262,3,7.4,42314.0,103,Adventure,Comedy,Drama
Transporter 2,2005,388482,4795,1,6.3,214915.0,87,Action,Crime,Thriller
Tristram Shandy: A Cock and Bull Story,2005,423409,2559,2,6.7,13166.0,94,Comedy,,
Turtles Are Surprisingly Fast Swimmers,2005,455577,5372,3,6.5,982.0,90,Comedy,,
Twelve and Holding,2005,417385,4178,3,7.4,7110.0,95,Drama,,
Twitches,2005,467421,8415,1,5.7,9556.0,86,Comedy,Drama,Family
Tyler Perry&#146;s Diary of a mad black woman,2005,422093,10336,3,5.7,15809.0,116,Comedy,Drama,Romance
V for Vendetta,2005,434409,89,3,8.2,1176769.0,132,Action,Drama,Sci-Fi
Valiant,2005,361089,5302,1,5.5,24365.0,76,Adventure,Animation,Comedy
Vampire Bats,2005,473105,4234,3,4.2,1458.0,90,Action,Adventure,Horror
"Violin, The",2005,451966,5886,1,7.6,2593.0,98,Drama,Music,
Waiting...,2005,348333,1753,3,6.7,105871.0,94,Comedy,,
Walk the Line,2005,358273,168,3,7.8,265283.0,136,Biography,Drama,Music
Wallace &amp; Gromit: The Curse of the Were-Rabbit,2005,312004,9092,1,7.5,145799.0,85,Adventure,Animation,Comedy
War of the Worlds,2005,407304,1072,3,6.5,474031.0,116,Action,Adventure,Sci-Fi
Water,2005,240200,685,3,7.7,15343.0,117,Drama,,
Wedding Crashers,2005,396269,2270,3,7.0,374956.0,119,Comedy,Romance,
"Wedding Date, The",2005,372532,3767,3,6.1,56201.0,90,Comedy,Romance,
Where the Truth Lies,2005,373450,8476,3,6.4,18738.0,107,Crime,Mystery,Thriller
White Noise,2005,375210,4769,1,5.5,50703.0,101,Drama,Horror,Mystery
Wolf Creek,2005,416315,7198,3,6.2,78106.0,99,Horror,Thriller,
"Yours, Mine and Ours",2005,443295,3727,3,5.5,30234.0,88,Comedy,Family,Romance
Zathura: A Space Adventure,2005,406375,5112,0,6.3,114887.0,101,Action,Adventure,Comedy
300,2006,416449,1271,0,7.6,862282.0,117,Action,Drama,
5ive Girls,2006,494199,6137,3,4.4,3675.0,95,Horror,Thriller,
A Crime,2006,489010,2900,1,5.6,2134.0,103,Crime,Thriller,
A Few Days in September,2006,446442,1542,3,5.2,1864.0,116,Drama,Thriller,
A Guide to Recognizing Your Saints,2006,473488,2339,1,6.9,26719.0,100,Crime,Drama,
A Prairie Home Companion,2006,420087,2525,3,6.7,23592.0,105,Comedy,Drama,Music
A Scanner Darkly,2006,405296,2360,1,7.0,116926.0,100,Animation,Comedy,Crime
A fost sau n-a fost?,2006,809407,5287,1,7.3,8100.0,89,Comedy,Drama,
Accepted,2006,384793,6194,1,6.4,139798.0,93,Comedy,,
After the Wedding,2006,457655,2610,2,7.7,36945.0,120,Drama,,
Akeelah and the Bee,2006,437800,615,3,7.4,21575.0,112,Drama,Family,
All The King&#39;s Men,2006,405676,6762,1,6.1,25533.0,128,Drama,Thriller,
Altered,2006,457275,5016,0,5.6,10918.0,88,Horror,Sci-Fi,Thriller
Amazing Grace,2006,454776,736,1,7.4,25664.0,118,Biography,Drama,History
Another Gay Movie,2006,443431,6526,3,5.0,9446.0,92,Comedy,Romance,
"Ant Bully, The",2006,429589,3784,2,5.8,41764.0,88,Adventure,Animation,Comedy
Apart From That,2006,772154,2980,3,6.2,113.0,120,Drama,,
Apocalypto,2006,472043,5306,3,7.8,330332.0,139,Action,Adventure,Drama
Aquamarine,2006,429591,3335,3,5.4,45008.0,110,Comedy,Family,Fantasy
"Architect, The",2006,466665,2117,3,5.5,1391.0,82,Crime,Drama,Romance
Art School Confidential,2006,364955,1152,3,6.3,17696.0,102,Comedy,Drama,Romance
Arthur and the Invisibles,2006,344854,4729,0,6.0,40725.0,94,Adventure,Animation,Comedy
Avenue Montaigne,2006,444112,3988,3,6.7,4432.0,106,Comedy,Drama,Romance
Away from Her,2006,491747,9203,3,7.5,23045.0,110,Drama,,
Babel,2006,449467,5925,3,7.5,316718.0,143,Drama,,
Bandidas,2006,416496,370,3,5.7,37229.0,93,Action,Comedy,Crime
Barnyard,2006,414853,7366,3,5.6,34426.0,90,Adventure,Animation,Comedy
Beerfest,2006,486551,6401,3,6.2,71297.0,110,Comedy,,
Behind the Mask: The Rise of Leslie Vernon,2006,437857,9091,1,6.7,25389.0,92,Comedy,Horror,Thriller
"Big Bad Swim, The",2006,460721,1489,3,6.3,1544.0,96,Comedy,Romance,Sport
Black Christmas,2006,454082,1873,3,4.7,30563.0,95,Horror,,
Black Dahlia,2006,387877,4130,1,5.6,76940.0,121,Crime,Drama,Mystery
Black Sheep,2006,779982,923,1,5.8,42046.0,87,Comedy,Horror,Sci-Fi
Bleach: Memories of Nobody,2006,1105263,6903,3,7.1,4843.0,87,Action,Adventure,Animation
Blood Diamond,2006,450259,4626,1,8.0,584478.0,143,Adventure,Drama,Thriller
"Bon Cop, Bad Cop",2006,479647,2572,1,6.7,13144.0,117,Action,Comedy,Crime
Bonneville,2006,487195,2277,3,6.1,2854.0,93,Comedy,Drama,
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,443453,5158,1,7.4,440715.0,84,Comedy,,
Bordertown,2006,445935,4939,3,6.0,11375.0,112,Crime,Mystery,Thriller
Brand Upon The Brain!,2006,443455,284,3,7.3,3707.0,95,Comedy,Drama,Fantasy
Brave Story,2006,778631,4802,1,6.5,1560.0,112,Adventure,Animation,Fantasy
"Break Up, The",2006,452594,4892,1,5.8,138737.0,106,Comedy,Drama,Romance
Bug,2006,470705,5088,3,6.1,37736.0,102,Drama,Horror,Thriller
Caffeine,2006,460732,650,3,5.4,2815.0,92,Comedy,,
Candy,2006,424880,5233,3,7.2,47666.0,108,Drama,Romance,
Cars,2006,317219,1946,1,7.2,467473.0,117,Adventure,Animation,Comedy
Cashback,2006,460740,4401,3,7.1,90675.0,102,Comedy,Drama,Romance
Casino Royale,2006,381061,221,1,8.0,692984.0,144,Action,Adventure,Thriller
Children of Men,2006,206634,332,3,7.9,528227.0,109,Action,Drama,Sci-Fi
Clerks II,2006,424345,2941,3,7.3,140508.0,97,Comedy,,
Click,2006,389860,5358,3,6.4,355702.0,107,Comedy,Drama,Fantasy
Conversations with God,2006,489682,7624,1,6.5,2493.0,109,Adventure,Drama,
"Covenant, The",2006,475944,6352,3,5.2,51996.0,97,Action,Adventure,Fantasy
Cow Belles,2006,489007,5519,3,5.2,7089.0,90,Comedy,Family,Romance
Crank,2006,479884,289,0,6.9,263029.0,88,Action,Crime,Thriller
Curse of the Golden Flower,2006,473444,3051,2,7.0,45888.0,114,Action,Drama,Romance
DOA: Dead or Alive,2006,398913,4202,3,4.8,46264.0,87,Action,Adventure,Mystery
"Da Vinci Code, The",2006,382625,5191,1,6.6,457852.0,149,Mystery,Thriller,
Das Leben Der Anderen,2006,405094,791,0,8.4,409202.0,137,Drama,Mystery,Thriller
Day Night Day Night,2006,499455,5834,3,6.3,2303.0,94,Crime,Drama,Thriller
Dead &amp; Deader,2006,770739,5049,1,4.7,1602.0,89,Action,Comedy,Horror
"Dead Girl, The",2006,783238,1189,3,6.6,16161.0,85,Crime,Drama,Mystery
Deja Vu,2006,453467,10035,1,7.1,326892.0,126,Action,Crime,Sci-Fi
"Departed, The",2006,407887,1415,1,8.5,1417798.0,151,Crime,Drama,Thriller
"Devil Wears Prada, The",2006,458352,144,3,6.9,464721.0,109,Comedy,Drama,
Dor,2006,824316,3959,3,7.9,6256.0,147,Drama,,
Dreamgirls,2006,443489,5815,3,6.6,77145.0,130,Drama,Music,Musical
Dreamland,2006,417614,2297,3,6.3,2524.0,88,Drama,,
Eight Below,2006,397313,10268,0,7.3,68269.0,120,Adventure,Drama,Family
El laberinto del fauno (Pan's Labyrinth),2006,457430,421,3,8.2,701510.0,118,Drama,Fantasy,War
Eragon,2006,449010,1147,1,5.1,130315.0,104,Action,Adventure,Family
"Fall, The",2006,460791,2527,3,7.8,116532.0,117,Adventure,Drama,Fantasy
Farval Falkenberg,2006,855805,3957,0,6.3,2944.0,91,Drama,,
Fast Food Nation,2006,460792,1449,3,6.3,25119.0,116,Comedy,Drama,
"Fast and the Furious: Tokyo Drift , The",2006,463985,9119,1,6.0,298723.0,104,Action,Crime,Thriller
Fay Grim,2006,444628,4690,3,6.1,4895.0,118,Action,Comedy,Thriller
Ferfiakt,2006,830896,8529,1,5.5,311.0,94,Drama,Romance,
Fido,2006,457572,4293,2,6.7,30109.0,93,Comedy,Drama,Horror
Final Destination 3,2006,414982,4595,3,5.8,153310.0,93,Horror,Thriller,
Five Across the Eyes,2006,888019,2570,3,2.6,1745.0,95,Horror,,
Flags of Our Fathers,2006,418689,10888,1,7.1,129028.0,135,Action,Adventure,Drama
Flushed Away,2006,424095,3812,0,6.6,138254.0,85,Action,Adventure,Animation
For Your Consideration,2006,470765,1615,3,6.3,15853.0,86,Comedy,,
For the Love of a Child,2006,479917,1022,3,7.2,435.0,80,Drama,,
"Fountain, The",2006,414993,1937,3,7.2,248450.0,97,Drama,Mystery,Romance
Friends with Money,2006,436331,1102,3,5.8,32077.0,88,Comedy,Drama,Romance
"Gigolos, The",2006,462309,2566,1,5.4,286.0,95,Comedy,,
Glory Road,2006,385726,7977,3,7.2,48721.0,118,Biography,Drama,Sport
"Good German, The",2006,452624,5675,1,6.0,26052.0,105,Drama,Mystery,Romance
"Good Shepherd, The",2006,343737,2340,0,6.7,108363.0,167,Drama,History,Thriller
Grandma&#39;s Boy,2006,456554,5840,3,6.9,88300.0,94,Comedy,,
Gray Matters,2006,375785,1523,3,5.7,7332.0,96,Comedy,Romance,
Grbavica,2006,464029,6038,3,7.2,6871.0,90,Drama,,
"Grudge 2, The",2006,433386,3643,3,5.0,51369.0,102,Horror,Thriller,
"Guardian, The",2006,406816,2538,1,6.9,97835.0,139,Action,Adventure,Drama
"Gymnast, The",2006,473074,2932,3,6.3,2268.0,96,Drama,Romance,Sport
Half Light,2006,412798,4424,3,6.0,14503.0,110,Drama,Horror,Mystery
Half Nelson,2006,468489,2359,3,7.1,91705.0,106,Drama,,
Happy Feet,2006,366548,7637,3,6.4,199502.0,108,Adventure,Animation,Comedy
Heartbreak Hotel,2006,785002,9188,1,5.3,1652.0,110,Comedy,Drama,Music
"Hello Sister, Goodbye Life",2006,476013,5288,3,6.2,1301.0,89,Drama,,
High School Musical,2006,475293,5249,3,5.6,96190.0,98,Comedy,Drama,Family
"Hills Have Eyes, The",2006,454841,7088,3,6.4,182799.0,107,Horror,Thriller,
"History Boys, The",2006,464049,3005,1,6.8,21389.0,109,Comedy,Drama,Romance
Hogfather,2006,765458,3785,3,7.4,11023.0,189,Comedy,Fantasy,
"Holiday, The",2006,457939,215,3,6.9,322178.0,136,Comedy,Romance,
Hollywoodland,2006,427969,5511,2,6.5,35903.0,126,Biography,Crime,Drama
"Host, The",2006,468492,3849,3,7.1,132303.0,120,Drama,Horror,Sci-Fi
Hula Girls,2006,768116,2199,3,7.0,2266.0,121,Comedy,Drama,
I Do,2006,478724,3080,3,6.7,6553.0,90,Comedy,Romance,
I Served the King of England,2006,284363,224,1,7.3,8179.0,113,Comedy,Drama,Romance
I&#39;m Reed Fish,2006,464061,2260,2,5.7,4468.0,93,Comedy,Drama,Romance
"I&#39;m a Cyborg, But That&#39;s OK",2006,497137,2802,3,6.9,25833.0,107,Comedy,Drama,Romance
Ice Age: The Meltdown,2006,438097,1581,1,6.8,295844.0,91,Adventure,Animation,Comedy
Idiocracy,2006,387808,10,1,6.5,181192.0,84,Adventure,Comedy,Sci-Fi
Idlewild,2006,417225,3326,3,6.2,5756.0,121,Crime,Drama,Musical
Il caimano (The Caiman),2006,429727,2800,3,6.7,5271.0,112,Comedy,Drama,Romance
"Illusionist, The",2006,443543,893,0,7.5,389124.0,110,Drama,Fantasy,Mystery
In Paris,2006,769508,3465,1,6.3,4229.0,92,Drama,Romance,
Inland Empire,2006,460829,921,3,6.8,61727.0,180,Drama,Fantasy,Mystery
Inside Man,2006,454848,2089,3,7.6,396540.0,129,Crime,Drama,Mystery
Jackass Number Two,2006,493430,1302,1,7.0,80071.0,92,Action,Comedy,Documentary
John Tucker Must Die,2006,455967,3571,3,5.7,87896.0,89,Comedy,Romance,
Kamome Diner,2006,483022,5704,3,7.2,2704.0,102,Comedy,Drama,
Kidulthood,2006,435680,1481,3,6.7,19769.0,89,Crime,Drama,Romance
La noche de los girasoles,2006,456111,8412,2,7.1,2966.0,123,Crime,Drama,Thriller
La vie secr&egrave;te des gens heureux,2006,807965,8033,1,6.4,296.0,101,Drama,,
Lady in the Water,2006,452637,4227,2,5.5,103553.0,110,Drama,Fantasy,Mystery
"Lake House, The",2006,410297,4856,3,6.8,157403.0,99,Drama,Fantasy,Romance
Last Holiday,2006,408985,938,3,6.6,36141.0,112,Comedy,Drama,Romance
"Last King of Scotland, The",2006,455590,10864,2,7.6,195703.0,123,Biography,Drama,History
Letters from Iwo Jima,2006,498380,2580,1,7.8,169790.0,141,Action,Adventure,Drama
"Librarian: Return to King Solomon&#39;s Mines, The",2006,455596,5424,1,6.1,15799.0,92,Action,Adventure,Comedy
Little Children,2006,404203,521,3,7.5,116468.0,137,Drama,Romance,
Little Miss Sunshine,2006,449059,648,3,7.8,516691.0,101,Comedy,Drama,
Liu hao chukou (Exit No. 6),2006,934427,1505,3,4.6,162.0,99,Drama,Mystery,Thriller
London To Brighton,2006,490166,4819,3,6.9,8728.0,85,Crime,Drama,Thriller
Lonely Hearts,2006,441774,5585,3,6.4,22339.0,108,Biography,Crime,Drama
Loving Annabelle,2006,323120,4398,3,6.3,13459.0,77,Drama,Romance,
Lucky Number Slevin,2006,425210,1138,1,7.7,325187.0,110,Crime,Drama,Thriller
Madea&#39;s Family Reunion,2006,455612,6574,0,5.3,11993.0,107,Comedy,Drama,Romance
Madeinusa,2006,476298,6869,3,6.8,1769.0,100,Drama,,
Man of the Year,2006,483726,920,1,6.2,35117.0,115,Comedy,Drama,Romance
Marie Antoinette,2006,422720,290,3,6.5,121400.0,123,Biography,Drama,History
"Marine, The",2006,419946,10578,3,4.7,35741.0,92,Action,Comedy,Drama
Material Girls,2006,433412,3199,3,3.9,22707.0,98,Comedy,Family,Romance
Miami Vice,2006,430357,8871,1,6.1,123489.0,132,Action,Crime,Drama
Miss Potter,2006,482546,1898,3,7.0,31923.0,88,Biography,Drama,Romance
Mission: Impossible III,2006,317919,5606,1,6.9,389812.0,126,Action,Adventure,Thriller
Monster House,2006,385880,3661,3,6.6,137654.0,91,Animation,Comedy,Family
Mukhsin,2006,863091,4830,3,7.3,479.0,95,Comedy,Drama,Family
Mulberry Street,2006,473514,1719,1,5.5,6406.0,84,Horror,Sci-Fi,Thriller
My Super Ex-Girlfriend,2006,465624,10284,3,5.2,66916.0,96,Comedy,Romance,Sci-Fi
Nacho Libre,2006,457510,2026,0,5.9,93694.0,92,Comedy,Family,Sport
Night at the Museum,2006,477347,416,3,6.5,376189.0,108,Adventure,Comedy,Family
Night of the Living Dead 3D,2006,489244,10209,3,3.1,3873.0,80,Horror,,
Nina&#39;s Heavenly Delights,2006,435706,976,3,6.3,2277.0,94,Comedy,,
Notes on a Scandal,2006,465551,2498,3,7.4,84368.0,92,Crime,Drama,Romance
Offside,2006,499537,653,3,7.3,8591.0,93,Comedy,Drama,Sport
On the Trail of Igor Rizzi,2006,832958,1605,0,6.2,155.0,91,Comedy,Drama,
Once,2006,907657,530,2,7.8,121128.0,86,Drama,Music,Romance
Open Season,2006,400717,3786,1,6.1,105418.0,86,Adventure,Animation,Comedy
Open Water 2: Adrift,2006,470055,10573,3,5.2,19895.0,95,Adventure,Drama,Horror
Outsourced,2006,425326,10122,1,7.0,12177.0,103,Comedy,Drama,Romance
Over the Hedge,2006,327084,9472,3,6.7,188990.0,83,Adventure,Animation,Comedy
"Page Turner, The",2006,487503,2405,3,7.0,7370.0,85,Drama,Music,Thriller
"Painted Veil, The",2006,446755,4625,3,7.4,95840.0,125,Drama,Romance,
Paprika,2006,851578,1864,3,7.7,96299.0,90,Animation,Drama,Fantasy
Paris je t&#39;aime,2006,401711,3054,3,7.2,74486.0,120,Comedy,Drama,Romance
Pel&iacute;culas para no dormir: La habitaci&oacute;n del ni&ntilde;o,2006,430164,7293,3,6.8,5738.0,77,Horror,Mystery,Thriller
Peliculas para no dormir: Adivina quien soy,2006,461826,7315,3,5.2,1060.0,73,Horror,Mystery,
Peliculas para no dormir: La culpa,2006,449144,7303,3,5.0,1036.0,72,Drama,Horror,Mystery
Peliculas para no dormir: Para entrar a vivir,2006,477311,7299,3,6.2,2990.0,68,Horror,Thriller,
Peliculas para no dormir: Regreso a Moira,2006,460897,7309,1,5.7,1199.0,75,Drama,Horror,Mystery
Penelope,2006,472160,171,3,6.7,66106.0,104,Comedy,Fantasy,Romance
Perfume: The Story of a Murderer,2006,396171,1888,3,7.5,265255.0,147,Crime,Drama,Fantasy
"Pink Panther, The",2006,383216,5552,1,5.7,92268.0,93,Adventure,Comedy,Crime
Pirates of the Caribbean: Dead Man&#39;s Chest,2006,383574,167,2,7.4,765412.0,151,Action,Adventure,Fantasy
Pledge This!,2006,417056,9783,3,1.7,18879.0,91,Comedy,,
Poseidon,2006,409182,4918,2,5.7,110195.0,98,Action,Adventure,Thriller
Poultrygeist: Night of the Chicken Dead,2006,462485,5262,1,6.0,9160.0,103,Comedy,Horror,Musical
"Prestige, The",2006,482571,2036,1,8.5,1436317.0,130,Drama,Mystery,Sci-Fi
Puccini for Beginners,2006,492481,603,3,6.0,2503.0,82,Comedy,Romance,
"Pursuit of Happyness, The",2006,454921,198,0,8.0,558872.0,117,Biography,Drama,
Que tan lejos,2006,951297,8060,3,7.0,815.0,92,Drama,,
"Queen, The",2006,436697,1412,3,7.3,115836.0,103,Biography,Drama,
Quinceanera,2006,451176,2598,3,6.9,4291.0,90,Drama,,
RV,2006,449089,7793,3,5.6,63449.0,99,Adventure,Comedy,Family
Rainbow Song,2006,804513,3014,3,7.3,1493.0,118,Drama,Romance,
Rang De Basanti,2006,405508,3769,3,8.1,122237.0,167,Comedy,Crime,Drama
Red Road,2006,471030,3760,3,6.8,13597.0,113,Drama,Mystery,Thriller
Reprise,2006,827517,5213,1,7.3,15557.0,105,Drama,,
Requiem,2006,454931,2615,3,6.9,6312.0,93,Drama,Horror,
Return To Halloweentown,2006,816520,2713,3,5.3,7617.0,88,Action,Comedy,Family
Return of the Living Dead: Necropolis,2006,411805,11094,3,3.3,5458.0,88,Action,Comedy,Horror
Rocky Balboa,2006,479143,9724,1,7.1,231072.0,102,Action,Drama,Sport
Rosso come il cielo,2006,450121,9471,1,7.7,2071.0,96,Drama,,
Running with Scissors,2006,439289,1910,3,6.1,23144.0,116,Comedy,Drama,
Saw III,2006,489270,6450,3,6.2,211809.0,108,Horror,Mystery,Thriller
Scary Movie 4,2006,362120,7679,3,5.1,128862.0,83,Comedy,,
"Science of Sleep, The",2006,354899,2898,3,7.2,70822.0,105,Comedy,Drama,Fantasy
"Shaggy Dog, The",2006,393735,9237,2,4.4,20119.0,98,Comedy,Family,Fantasy
She&#39;s the Man,2006,454945,627,3,6.4,175180.0,105,Comedy,Romance,Sport
Sherrybaby,2006,423169,4899,3,6.6,12056.0,96,Drama,,
Shortbus,2006,367027,1442,3,6.4,35342.0,101,Comedy,Drama,Romance
Silent Hill,2006,384537,793,3,6.5,243460.0,125,Horror,Mystery,
Slither,2006,439815,1702,3,6.5,88632.0,95,Comedy,Horror,Sci-Fi
Smokin&#39; Aces,2006,475394,1811,3,6.6,151830.0,109,Action,Comedy,Crime
Snakes on a Plane,2006,417148,1894,3,5.5,144480.0,105,Action,Adventure,Crime
Snow cake,2006,448124,4312,3,7.4,13247.0,112,Drama,Romance,
Southland Tales,2006,405336,1927,3,5.3,40570.0,145,Comedy,Drama,Mystery
Starter for 10,2006,477095,372,2,6.7,25031.0,92,Comedy,Drama,Romance
Step Up,2006,462590,7596,3,6.5,126575.0,104,Crime,Drama,Music
Stick It,2006,430634,1665,3,6.4,30376.0,103,Comedy,Drama,Sport
Still Life (Sanxia haoren),2006,859765,934,2,7.3,7279.0,111,Drama,,
Stranger Than Fiction,2006,420223,559,3,7.5,236200.0,113,Comedy,Drama,Fantasy
Suburban Mayhem,2006,450506,3834,3,5.8,1542.0,95,Comedy,Drama,Thriller
Superman Returns,2006,348150,4288,1,6.1,291040.0,154,Action,Adventure,Sci-Fi
Take the Lead,2006,446046,3460,3,6.6,26632.0,118,Drama,Music,
Tales from Earthsea,2006,495596,8644,1,6.3,44013.0,115,Adventure,Animation,Fantasy
Talladega Nights: The Ballad of Ricky Bobby,2006,415306,9272,2,6.6,199051.0,108,Comedy,Sport,
Tekkon kinkurito,2006,831888,2002,0,7.5,14519.0,111,Action,Adventure,Animation
Tenacious D in the Pick of Destiny,2006,365830,7812,0,6.8,114977.0,94,Adventure,Comedy,Music
This Film Is Not Yet Rated,2006,493459,3168,3,7.4,28602.0,98,Documentary,,
This is England,2006,480025,6151,3,7.7,128513.0,101,Crime,Drama,
Times and Winds,2006,855729,2057,3,7.3,4394.0,111,Drama,,
To Have and to Hold,2006,876154,4848,3,5.5,211.0,90,Drama,,
Toki wo kakeru sh&amp;#333;jo (The Girl Who Leapt Through Time),2006,808506,1878,3,7.7,70687.0,98,Adventure,Animation,Comedy
U,2006,486731,6456,3,6.5,282.0,75,Animation,Family,Musical
Ultraviolet,2006,370032,2532,1,4.3,83997.0,88,Action,Sci-Fi,
"Unknown Woman, The",2006,494271,6168,3,7.4,16013.0,118,Drama,Mystery,Thriller
Venus,2006,489327,11223,3,7.1,13402.0,95,Comedy,Drama,Romance
Volver,2006,441909,366,3,7.6,107286.0,121,Comedy,Drama,
Warau Mikaeru,2006,461612,3018,3,5.1,224.0,92,Adventure,Comedy,Fantasy
We Are Marshall,2006,758794,2579,1,7.0,64725.0,131,Drama,Sport,
Wedding Wars,2006,823158,8549,2,6.0,2063.0,87,Comedy,Drama,Romance
Wendy Wu: Homecoming Warrior,2006,790781,4694,3,5.4,7399.0,91,Action,Adventure,Family
When a Stranger Calls,2006,455857,4665,3,5.1,48536.0,87,Horror,Thriller,
"Wicker Man, The",2006,450345,9190,1,3.8,71280.0,102,Horror,Mystery,Thriller
"Wind That Shakes the Barley, The",2006,460989,725,1,7.5,54429.0,127,Drama,War,
"Woods, The",2006,380066,1347,3,5.6,12357.0,91,Horror,Mystery,
Wordplay,2006,492506,10011,3,7.4,3777.0,94,Documentary,,
World Trade Center,2006,469641,9296,2,6.0,87760.0,129,Drama,History,Thriller
Wristcutters: A Love Story,2006,477139,2616,1,7.2,57641.0,88,Comedy,Drama,Fantasy
X-Men: The Last Stand,2006,376994,317,3,6.6,539564.0,104,Action,Adventure,Sci-Fi
"You, Me and Dupree",2006,463034,1558,1,5.6,84050.0,110,Comedy,Romance,
"Zombie Diaries, The",2006,876294,3127,3,4.0,4849.0,85,Horror,Sci-Fi,
Zoom,2006,383060,1853,3,4.4,22771.0,93,Action,Adventure,Comedy
Zwartboek,2006,389557,830,3,7.7,80362.0,145,Drama,Thriller,War
failure to launch,2006,427229,9277,1,5.6,85627.0,97,Comedy,Romance,
1408,2007,450385,3206,3,6.8,293353.0,104,Fantasy,Horror,Mystery
2 Days in Paris,2007,841044,5291,3,6.7,32037.0,96,Comedy,Drama,Romance
28 Weeks Later,2007,463854,2131,3,6.9,292952.0,100,Horror,Sci-Fi,
30 Days of Night,2007,389722,2130,2,6.6,188922.0,113,Action,Horror,Thriller
3:10 to Yuma,2007,381849,843,0,7.6,330481.0,122,Action,Crime,Drama
"4 Months, 3 Weeks and 2 Days",2007,1032846,1806,3,7.9,63197.0,113,Drama,,
5 Centimeters Per Second,2007,983213,1939,1,7.5,63497.0,63,Animation,Drama,Family
88 Minutes,2007,411061,30,1,5.9,78240.0,108,Crime,Drama,Mystery
99 francs,2007,875113,3899,1,7.1,20723.0,100,Comedy,Drama,
